n,p,reg_method,seed,oracle_stat,oracle_pval,oracle_reject,est_stat,est_pval,est_reject,f_mse,f_rmse,f_r2,f_cor,g_mse,g_rmse,g_r2,g_cor,stat_difference
200,5,linear,2103,1.08358895808048,0.278547088801898,0,1.16528600839521,0.24390324075365,0,0.00947031926090344,0.0973155653577753,0.995861629696421,0.998991685262646,0.0040060310872024,0.063293215175107,0.844939696465273,0.984207449228226,0.0816970503147303
200,5,linear,2104,1.19491155652776,0.232121587201467,0,1.21722531000826,0.223518502875756,0,0.0236080407919973,0.153649083277439,0.989375120555047,0.995785145106025,0.00939649662838324,0.0969355282050046,0.64526524714201,0.829169567925665,0.0223137534804949
200,5,linear,2105,-1.67237287534287,0.0944508173930389,0,-1.46062665649849,0.144117926770694,0,0.0321563178569004,0.179321827608633,0.983758216195613,0.993266919072203,0.01383497557949,0.117622172992553,0.373114981480632,0.812396396489056,0.211746218844378
200,5,linear,2106,-0.129445514776338,0.897005135021033,0,-0.0925947083538274,0.926225547810191,0,0.0286945795973121,0.169394744892845,0.987616850154722,0.99662594439708,0.00498584858087414,0.0706105415704634,0.8117123180827,0.927314039848961,0.0368508064225102
200,5,linear,2107,-0.0591251111736808,0.952852457800617,0,-0.134272631383241,0.893186994233178,0,0.0486051953014419,0.220465859718556,0.97268091066662,0.987476343452138,0.00721875847027133,0.0849632771865077,0.65096066815316,0.82166118247574,0.0751475202095606
200,5,linear,2108,-0.98950420817698,0.322416511969414,0,-1.25509853596722,0.209442991883326,0,0.0831022544002235,0.288274616295336,0.960129612823461,0.988470126666217,0.00218785967541326,0.0467745622685372,0.913634938998305,0.973785365076415,0.265594327790236
200,5,linear,2109,-0.713768580932066,0.475370290872077,0,-0.667249933230547,0.504612500875323,0,0.0404557688943115,0.201136194888716,0.978657160330238,0.997510151879202,0.00507072953661107,0.0712090551588144,0.761131685812981,0.934515180445983,0.0465186477015189
200,5,linear,2110,1.17736973618706,0.239047963750415,0,1.22995596659034,0.218713594525667,0,0.0465371820677622,0.215724783156137,0.979577730877257,0.992552183762956,0.00118339000000943,0.0344004360438851,0.951834419977335,0.984253402865535,0.05258623040328
200,5,linear,2111,1.24722409600985,0.212315340000283,0,1.27693421286366,0.201625474147063,0,0.0174476203895007,0.132089440870573,0.992672520858932,0.997407479188977,0.000846561924481452,0.0290957372218243,0.967765116470735,0.989419654094511,0.0297101168538132
200,5,linear,2112,-1.81205451553788,0.0699777734452878,0,-1.70645913520031,0.0879226285404649,0,0.0373871356503613,0.193357533213375,0.985032594791008,0.997969099483126,0.00944967602833313,0.0972094441313864,0.620351127340939,0.898581940442329,0.105595380337568
200,5,linear,2113,-0.236766316531829,0.812838084131865,0,-0.297820774789652,0.765839957674736,0,0.0186668905084796,0.136626829387495,0.99183839469608,0.997825869217325,0.00741004303528268,0.0860816068349255,0.711335561859911,0.893568439130074,0.0610544582578228
200,5,linear,2114,1.0720372889874,0.283703283874224,0,0.706141389771125,0.480100214476777,0,0.0402106313206057,0.200525886908912,0.983816942873837,0.996014275750866,0.00779192149982292,0.0882718613139143,0.722776438815841,0.908451482928385,0.365895899216274
200,5,linear,2115,0.435564561768807,0.663152687318344,0,0.229278345368639,0.818652583114106,0,0.0615295873186958,0.248051581971766,0.972503445479885,0.987775228900034,0.0041824328381721,0.0646717313682887,0.826174637845263,0.942421785872537,0.206286216400167
