test_type,test_name,n,h_label,rejection_rate
DRT,BlockMMD_test,200,Null,0.042
DRT,CV_BlockMMD_test,200,Null,0.074
DRT,BlockMMD_test,200,Alternative,0.124
DRT,CV_BlockMMD_test,200,Alternative,0.208
DRT,BlockMMD_test,500,Null,0.044
DRT,CV_BlockMMD_test,500,Null,0.052
DRT,BlockMMD_test,500,Alternative,0.222
DRT,CV_BlockMMD_test,500,Alternative,0.372
DRT,BlockMMD_test,1000,Null,0.04
DRT,CV_BlockMMD_test,1000,Null,0.05
DRT,BlockMMD_test,1000,Alternative,0.448
DRT,CV_BlockMMD_test,1000,Alternative,0.736
DRT,BlockMMD_test,2000,Null,0.046
DRT,CV_BlockMMD_test,2000,Null,0.058
DRT,BlockMMD_test,2000,Alternative,0.816
DRT,CV_BlockMMD_test,2000,Alternative,0.984
