test_type,test_name,n,h_label,rejection_rate
DRT,LinearMMD_test,200,Null,0.056
DRT,CV_LinearMMD_test,200,Null,0.05
DRT,CLF_test,200,Null,0.006
DRT,CV_CLF_test,200,Null,0.018
DRT,CP_test,200,Null,0.026
DRT,debiased_test,200,Null,0.028
DRT,BlockMMD_test,200,Null,0.06
DRT,CV_BlockMMD_test,200,Null,0.032
DRT,bootstrap_MMD_test,200,Null,0.122
CIT,RCIT_test,200,Null,0.174
CIT,PCM_test,200,Null,0.096
CIT,GCM_test,200,Null,0.034
DRT,LinearMMD_test,200,Alternative,0.064
DRT,CV_LinearMMD_test,200,Alternative,0.046
DRT,CLF_test,200,Alternative,0.046
DRT,CV_CLF_test,200,Alternative,0.112
DRT,CP_test,200,Alternative,0.33
DRT,debiased_test,200,Alternative,0.178
DRT,BlockMMD_test,200,Alternative,0.082
DRT,CV_BlockMMD_test,200,Alternative,0.04
DRT,bootstrap_MMD_test,200,Alternative,0.16
CIT,RCIT_test,200,Alternative,0.37
CIT,PCM_test,200,Alternative,0.174
CIT,GCM_test,200,Alternative,0.4
DRT,LinearMMD_test,500,Null,0.064
DRT,CV_LinearMMD_test,500,Null,0.048
DRT,CLF_test,500,Null,0.012
DRT,CV_CLF_test,500,Null,0.024
DRT,CP_test,500,Null,0.034
DRT,debiased_test,500,Null,0.042
DRT,BlockMMD_test,500,Null,0.046
DRT,CV_BlockMMD_test,500,Null,0.026
DRT,bootstrap_MMD_test,500,Null,0.144
CIT,RCIT_test,500,Null,0.118
CIT,PCM_test,500,Null,0.094
CIT,GCM_test,500,Null,0.044
DRT,LinearMMD_test,500,Alternative,0.066
DRT,CV_LinearMMD_test,500,Alternative,0.054
DRT,CLF_test,500,Alternative,0.12
DRT,CV_CLF_test,500,Alternative,0.23
DRT,CP_test,500,Alternative,0.722
DRT,debiased_test,500,Alternative,0.562
DRT,BlockMMD_test,500,Alternative,0.062
DRT,CV_BlockMMD_test,500,Alternative,0.052
DRT,bootstrap_MMD_test,500,Alternative,0.232
CIT,RCIT_test,500,Alternative,0.64
CIT,PCM_test,500,Alternative,0.23
CIT,GCM_test,500,Alternative,0.838
DRT,LinearMMD_test,1000,Null,0.02
DRT,CV_LinearMMD_test,1000,Null,0.02
DRT,CLF_test,1000,Null,0.022
DRT,CV_CLF_test,1000,Null,0.032
DRT,CP_test,1000,Null,0.058
DRT,debiased_test,1000,Null,0.044
DRT,BlockMMD_test,1000,Null,0.058
DRT,CV_BlockMMD_test,1000,Null,0.032
DRT,bootstrap_MMD_test,1000,Null,0.156
CIT,RCIT_test,1000,Null,0.176
CIT,PCM_test,1000,Null,0.114
CIT,GCM_test,1000,Null,0.02
DRT,LinearMMD_test,1000,Alternative,0.038
DRT,CV_LinearMMD_test,1000,Alternative,0.034
DRT,CLF_test,1000,Alternative,0.222
DRT,CV_CLF_test,1000,Alternative,0.374
DRT,CP_test,1000,Alternative,0.88
DRT,debiased_test,1000,Alternative,0.79
DRT,BlockMMD_test,1000,Alternative,0.08
DRT,CV_BlockMMD_test,1000,Alternative,0.046
DRT,bootstrap_MMD_test,1000,Alternative,0.328
CIT,RCIT_test,1000,Alternative,0.824
CIT,PCM_test,1000,Alternative,0.33
CIT,GCM_test,1000,Alternative,0.99
DRT,LinearMMD_test,2000,Null,0.016
DRT,CV_LinearMMD_test,2000,Null,0.024
DRT,CLF_test,2000,Null,0.018
DRT,CV_CLF_test,2000,Null,0.026
DRT,CP_test,2000,Null,0.048
DRT,debiased_test,2000,Null,0.032
DRT,BlockMMD_test,2000,Null,0.04
DRT,CV_BlockMMD_test,2000,Null,0.052
DRT,bootstrap_MMD_test,2000,Null,0.186
CIT,RCIT_test,2000,Null,0.304
CIT,PCM_test,2000,Null,0.122
CIT,GCM_test,2000,Null,0.022
DRT,LinearMMD_test,2000,Alternative,0.028
DRT,CV_LinearMMD_test,2000,Alternative,0.036
DRT,CLF_test,2000,Alternative,0.416
DRT,CV_CLF_test,2000,Alternative,0.68
DRT,CP_test,2000,Alternative,0.974
DRT,debiased_test,2000,Alternative,0.926
DRT,BlockMMD_test,2000,Alternative,0.07
DRT,CV_BlockMMD_test,2000,Alternative,0.098
DRT,bootstrap_MMD_test,2000,Alternative,0.606
CIT,RCIT_test,2000,Alternative,0.948
CIT,PCM_test,2000,Alternative,0.554
CIT,GCM_test,2000,Alternative,1
